,Диаметр экспл.колонны,Буферное давление,Давление в линии,Динамическая высота,Затрубное давление,Обводненность,Глубина спуска,Давление на приеме
3079,146.8,18.4,17.4,2699.0,18.9,74.0,2822.0,25.0
3080,146.8,13.8,12.8,2400.0,13.8,68.0,2440.2,16.0
3081,146.8,15.6,14.6,2745.0,16.5,68.0,2787.21,13.0
3082,146.8,22.0,20.1,2215.0,22.8,53.0,2310.0,30.0
3083,146.8,24.0,23.0,2631.0,24.2,38.0,2731.0,28.0
3084,146.8,18.0,17.3,2753.0,18.0,75.0,2822.0,26.0
3085,146.8,14.0,13.0,2248.0,15.0,86.0,2304.0,18.0
3086,146.8,14.5,13.5,2681.0,15.0,48.0,2749.24,17.0
3087,147.2,6.7,5.7,2464.0,7.1,81.0,2521.0,15.0
3088,146.8,19.0,18.0,3019.0,20.0,40.0,3036.0,27.0
3089,146.8,19.5,18.7,2631.0,20.5,86.0,2681.0,25.0
3090,146.8,23.5,22.5,2124.0,21.3,36.0,2250.0,34.0
3091,146.8,14.7,13.7,3090.0,14.8,40.0,3098.94,18.0
3092,146.8,20.0,18.5,2701.0,20.4,37.0,2731.0,27.0
3093,146.8,8.5,7.0,2394.0,8.4,75.0,2442.0,15.0
3094,146.8,21.3,20.3,2438.0,23.0,90.0,2461.0,25.0
3095,146.8,27.4,26.0,2599.0,27.2,76.0,2637.0,33.0
3096,146.8,28.0,27.0,3271.0,28.6,22.0,3311.0,32.0
3097,146.8,18.0,17.0,2212.75,17.3,24.0,2237.0,22.0
3098,159.6,8.6,7.6,2077.0,9.7,56.0,2820.27,18.0
3099,146.8,17.6,16.6,2766.0,19.0,14.0,2800.0,22.0
3100,146.8,14.0,13.0,2172.0,13.8,82.0,2189.2,14.0
3101,146.8,18.3,17.8,2240.0,21.0,39.0,2338.34,32.0
3102,146.8,24.5,23.8,2230.0,25.0,36.0,2392.0,33.0
3103,146.8,19.2,18.9,2654.0,20.3,16.0,2800.0,33.0
3104,159.6,17.4,16.4,2741.0,19.0,52.0,2825.8,20.0
3105,146.8,11.0,10.6,2370.0,11.0,28.0,2491.11,17.0
3106,146.8,8.5,4.0,2741.0,9.2,60.0,2760.0,22.0
3107,,2.0,0.1,1582.0,1.5,24.0,2280.0,62.0
3108,146.8,7.2,6.2,2160.0,8.3,35.0,2366.0,17.0
3109,159.6,13.0,12.0,2515.0,13.0,54.0,2670.0,29.0
3110,146.8,19.7,18.7,2475.0,19.8,84.0,2479.0,26.0
3111,146.8,21.3,20.3,2224.0,22.1,58.0,2270.74,26.0
3112,150.2,15.8,14.9,2152.0,16.3,51.0,2234.0,25.0
3113,146.8,14.5,13.5,2020.0,15.5,33.0,2199.99,26.0
3114,146.8,9.0,8.0,2602.0,9.0,74.0,2605.43,11.0
3115,146.8,16.3,15.3,2944.0,16.8,35.0,2947.0,16.0
3116,146.8,20.0,18.5,2100.0,19.4,64.0,2287.0,29.0
3117,146.8,16.3,15.3,2577.0,16.8,68.0,2614.6,19.0
3118,159.6,9.5,8.0,2563.0,10.4,60.0,2670.19,28.0
3119,146.8,20.0,19.0,2298.0,20.0,51.0,2403.0,29.0
3120,146.8,15.5,14.5,2855.0,15.3,75.0,2871.0,24.0
3121,146.8,27.0,26.0,2736.0,27.3,70.0,2805.0,33.0
3122,146.8,14.0,13.0,2506.0,16.4,64.0,2538.2,18.0
3123,159.6,9.0,8.0,2470.0,9.0,64.0,2525.0,19.0
3124,146.8,19.0,18.0,2621.0,18.8,70.0,2668.29,21.0
3125,157.2,7.0,6.2,2486.0,8.3,51.0,2593.84,18.0
3126,146.8,20.2,19.2,2186.0,20.6,23.0,2403.0,31.0
3127,150.2,18.3,17.5,2271.0,18.5,47.0,2298.0,20.0
3128,146.8,16.4,15.4,2629.0,17.8,27.0,2827.0,27.0
3129,146.8,16.0,15.0,2644.0,17.0,75.0,2681.0,20.0
3130,159.6,16.0,15.0,3165.0,17.0,66.0,3185.0,20.0
3131,157.2,7.0,6.0,2650.0,7.2,13.0,2664.03,10.0
3132,146.8,6.4,5.6,2550.0,6.5,34.0,2556.04,9.0
3133,159.6,23.0,21.0,3156.0,23.5,62.0,3185.0,24.0
3134,146.8,16.0,15.0,2086.0,16.4,33.0,2199.99,27.0
3135,146.8,16.7,15.7,3099.0,16.8,90.0,3119.05,18.0
3136,146.8,21.8,20.8,2563.0,25.2,26.0,2604.0,25.0
3137,146.8,9.0,8.0,2998.0,10.0,44.0,3030.0,14.0
3138,146.8,17.9,16.9,2276.0,18.4,80.0,2335.0,21.0
3139,146.8,18.6,17.9,2449.0,20.6,73.0,2450.0,24.0
3140,146.8,13.7,12.7,2612.0,13.6,63.0,2623.49,16.0
3141,146.8,16.0,15.0,3042.0,17.0,43.0,3099.23,21.0
3142,146.8,27.0,26.0,2584.0,28.4,78.0,2637.0,33.0
3143,146.8,16.4,15.2,2250.0,16.1,16.0,2387.49,28.0
3144,146.8,16.0,15.8,2376.0,16.1,10.0,2387.49,17.0
3145,146.8,25.0,22.0,2821.0,25.0,36.0,2851.0,28.0
3146,146.8,11.0,10.0,2549.0,11.0,63.0,2562.24,17.0
3147,146.8,23.0,22.0,2240.0,24.0,88.0,2245.6,26.0
3148,146.8,19.0,18.0,2276.0,20.0,45.0,2310.0,20.0
3149,146.8,16.3,15.3,2096.0,15.8,24.0,2269.32,25.0
3150,146.8,19.0,18.0,3004.0,20.6,72.0,3033.75,22.0
3151,146.8,13.6,12.5,3010.0,14.1,18.0,3030.0,17.0
3152,159.6,24.5,23.6,2558.0,25.4,56.0,2622.0,30.0
3153,159.6,23.0,22.0,2500.0,22.7,29.0,2682.0,39.0
3154,146.8,20.9,19.3,2271.0,22.0,58.0,2287.0,34.0
3155,146.8,20.6,19.6,2620.0,21.2,70.0,2790.0,24.0
3156,146.8,6.9,5.9,2392.0,7.8,46.0,2507.11,19.0
3157,146.8,28.0,27.0,2262.0,29.9,36.0,2311.0,35.0
3158,146.8,8.5,7.5,2755.0,8.7,96.0,2865.0,15.0
3159,146.8,17.7,16.7,2508.0,19.0,40.0,2560.05,24.0
3160,146.8,8.2,7.2,2120.0,8.0,23.0,2590.0,35.0
3161,146.8,13.0,12.0,2594.0,14.0,55.0,2620.0,17.0
3162,146.8,12.0,11.0,2984.0,12.9,60.0,3014.0,15.0
3163,146.8,17.3,16.3,2594.0,17.9,23.0,2662.49,24.0
3164,146.8,18.7,17.7,2590.0,19.9,93.0,2664.0,26.0
3165,159.6,18.4,17.4,3086.0,19.4,35.0,3176.0,20.0
3166,146.8,9.7,8.7,2260.0,9.0,76.0,2605.43,36.0
3167,146.8,17.0,16.0,2575.0,18.0,26.0,2600.0,23.0
3168,146.8,19.5,18.5,2827.0,18.9,28.0,2926.84,24.0
3169,146.8,16.0,15.0,2215.0,16.0,58.0,2310.1,29.0
3170,157.2,7.0,6.0,2320.0,8.1,54.0,2380.0,13.0
3171,146.8,22.2,21.2,2751.0,22.7,78.0,2802.0,28.0
3172,146.8,20.0,19.2,2340.0,20.8,35.0,2349.0,23.0
3173,146.8,15.6,14.6,3048.0,16.0,50.0,3049.43,18.0
3174,157.0,7.2,6.2,2428.0,8.7,38.0,2435.0,21.0
3175,146.8,14.7,13.7,2558.0,15.5,70.0,2587.73,21.0
3176,159.6,8.7,7.7,2961.0,9.7,89.0,3067.98,13.0
3177,146.8,22.0,21.0,2834.0,22.1,70.0,2870.0,27.0
3178,146.8,19.5,18.5,2855.0,19.0,32.0,2926.84,22.0
3179,146.8,11.0,10.0,2822.0,11.5,21.0,2855.09,15.0
3180,146.8,23.0,23.0,2520.0,23.7,30.0,2576.0,31.0
3181,146.8,12.0,11.0,2542.0,12.0,57.0,2562.24,17.0
3182,146.8,18.8,17.8,2238.0,21.0,62.0,2321.36,27.0
3183,147.2,7.0,6.0,2446.0,7.2,61.0,2521.0,14.0
3184,146.8,15.8,14.8,2650.0,16.2,80.0,2657.31,18.0
3185,157.2,9.0,8.0,2221.0,9.6,18.0,2350.0,15.0
3186,146.8,21.0,19.2,2551.0,23.6,56.0,2587.0,28.0
3187,146.8,18.0,17.0,2548.0,18.1,55.0,2614.6,20.0
3188,146.8,16.0,15.0,2168.0,16.9,64.8,2304.73,29.0
3189,149.0,9.0,8.0,2345.0,9.0,47.0,2349.14,12.0
3190,147.2,6.7,5.7,2430.0,7.5,61.0,2521.0,16.0
3191,146.8,7.0,6.0,2378.0,8.0,28.0,2556.04,23.0
3192,146.8,14.4,13.4,2190.0,15.0,62.0,2234.01,18.0
3193,146.8,16.0,15.0,2328.0,16.0,81.0,2335.0,17.0
3194,146.8,27.0,26.0,2239.0,27.6,65.0,2289.2,32.0
3195,159.6,22.0,21.0,1796.0,13.2,49.0,2900.0,99.0
3196,146.8,14.0,13.0,2610.0,14.0,64.0,2623.49,16.0
3197,159.6,10.0,9.0,2620.0,10.7,44.0,2670.19,16.0
3198,146.8,26.5,25.5,2584.0,27.0,58.0,2678.0,33.0
3199,146.8,24.5,23.5,2432.0,25.3,20.0,2450.0,32.0
3200,150.2,23.0,22.5,2515.0,23.5,54.0,2555.0,27.0
3201,159.6,19.9,19.0,2566.0,20.0,84.0,2570.0,22.0
3202,146.8,23.0,22.0,2789.0,24.6,17.0,2820.61,28.0
3203,146.8,22.0,21.0,2763.0,22.7,60.0,2772.49,35.0
3204,146.8,22.7,21.7,2903.0,23.9,29.0,2998.36,34.0
3205,146.8,16.5,15.5,2300.0,21.3,19.0,2426.64,25.0
3206,146.8,23.5,22.6,2640.0,24.4,22.0,2643.0,26.0
3207,146.8,15.0,14.0,2099.0,15.0,28.0,2331.3,38.0
3208,146.8,12.0,11.0,2544.0,13.5,16.0,2612.21,20.0
3209,146.8,24.0,23.0,2306.0,25.9,92.0,2353.0,30.0
3210,159.6,27.0,26.2,1971.0,27.3,85.0,2570.0,74.0
3211,146.8,8.6,7.6,2360.0,9.7,80.0,2442.0,16.0
3212,146.8,17.3,16.3,2340.0,17.5,31.0,2555.0,35.0
3213,146.8,16.6,15.6,2340.0,17.1,18.0,2662.49,45.0
3214,146.8,15.3,14.3,2615.0,15.91,24.0,2727.16,19.0
3215,159.6,9.0,8.0,2658.0,9.7,23.0,2720.0,12.0
3216,146.8,17.2,16.2,3026.0,17.9,31.0,3098.94,22.0
3217,159.6,9.0,8.0,2519.0,10.0,66.0,2525.0,20.0
3218,146.8,20.0,19.0,2660.0,20.1,92.0,2680.0,23.0
3219,146.8,21.0,20.0,2606.0,0.9,18.0,2654.0,4.0
3220,146.8,16.3,15.3,2230.0,16.8,57.0,2234.0,20.0
3221,146.8,22.7,21.1,2733.0,23.5,83.0,2802.0,29.0
3222,146.8,21.0,20.0,2901.0,21.6,26.0,2926.84,21.0
3223,146.8,19.9,18.9,2452.0,19.9,90.0,2456.0,20.0
3224,146.8,18.6,17.6,2421.0,18.9,91.0,2456.0,19.0
3225,146.8,18.0,16.8,2707.0,18.7,40.0,2727.16,25.0
3226,146.8,28.0,22.0,2389.0,23.6,18.0,2450.0,33.0
3227,159.6,24.0,21.0,2540.0,21.5,41.0,2560.0,26.0
3228,159.6,22.0,21.0,2881.0,24.2,64.0,3190.0,48.0
3229,146.8,24.0,23.0,3130.0,24.1,25.0,3221.0,29.0
3230,146.8,20.0,19.0,2290.0,21.0,42.0,2403.0,29.0
3231,146.8,15.2,14.2,2920.0,14.8,28.0,2980.97,22.0
3232,146.8,9.0,8.5,2398.0,10.0,31.0,2402.22,16.0
3233,159.6,18.6,17.8,2405.0,20.1,12.0,2659.0,41.0
3234,146.8,27.0,18.5,2380.0,18.8,13.0,2387.49,19.0
3235,146.8,21.0,20.0,2654.0,21.5,77.0,2790.0,23.0
3236,157.2,6.0,5.0,2641.0,7.0,20.0,2664.03,9.0
3237,146.8,11.0,10.5,2205.0,12.0,10.0,2250.65,16.0
3238,159.6,20.1,19.1,2936.0,20.6,92.0,2968.0,25.0
3239,146.8,16.5,15.5,3091.0,16.5,85.0,3119.05,18.0
3240,146.8,17.9,16.9,2272.0,18.5,67.0,2300.0,25.0
3241,146.8,17.7,16.7,2413.0,19.6,39.0,2581.98,29.0
3242,146.8,19.2,18.2,2472.0,19.8,76.0,2530.0,25.0
3243,157.2,7.0,6.0,2415.0,7.4,58.0,2593.84,25.0
3244,146.8,21.1,20.1,2647.0,22.0,32.0,2662.49,22.0
3245,149.0,8.9,8.0,2302.0,9.0,36.0,2349.14,13.0
3246,146.8,20.6,19.9,2750.0,21.0,76.0,2875.29,26.0
3247,146.8,19.0,18.0,2491.0,19.5,9.0,2600.0,30.0
3248,146.8,7.7,6.7,2151.0,8.7,88.0,2442.0,15.0
3249,146.8,16.0,14.3,2731.0,12.0,69.0,2787.21,13.0
3250,146.8,16.5,15.5,3022.0,17.7,32.0,3099.23,23.0
3251,146.8,10.0,9.0,3070.0,10.0,34.0,3200.34,18.0
3252,146.8,27.8,27.0,2192.0,28.7,51.0,2349.0,33.0
3253,146.8,18.0,17.0,2693.0,18.5,40.0,2750.0,22.0
3254,146.8,17.3,16.3,2497.0,18.5,24.0,2560.05,23.0
3255,146.8,6.0,5.0,2502.0,7.0,58.0,2556.04,9.0
3256,146.8,24.0,23.5,2607.0,23.7,40.0,2714.0,32.0
3257,146.8,23.0,22.0,2441.0,22.8,83.0,2456.0,23.0
3258,146.8,19.6,18.6,2198.0,19.1,86.0,2456.0,21.0
3259,146.8,18.5,17.7,2570.0,18.3,70.0,2654.0,28.0
3260,146.8,23.0,22.2,2799.0,23.0,48.0,2805.0,34.0
3261,146.8,14.3,13.0,2015.0,15.0,30.0,2199.99,31.0
3262,146.8,18.4,17.4,2171.0,19.2,28.0,2269.32,28.0
3263,146.8,27.0,26.0,2980.0,28.5,58.0,3036.0,36.0
3264,146.8,14.7,13.7,2744.0,15.0,55.0,2756.0,17.0
3265,146.8,17.4,16.4,2940.0,17.8,29.0,3053.0,22.0
3266,146.8,21.5,20.5,2898.0,22.4,25.0,2926.84,22.0
3267,146.8,28.0,27.0,2776.0,29.0,80.0,2875.29,48.0
3268,157.0,7.0,6.0,2287.0,8.0,22.0,2322.33,10.0
3269,146.8,17.0,16.2,2200.0,18.0,36.0,2331.3,26.0
3270,146.8,15.0,14.0,2522.0,15.0,88.0,2618.28,23.0
3271,146.8,9.0,8.0,2395.0,9.5,52.0,2404.59,11.0
3272,157.2,6.8,5.8,2281.0,7.2,62.0,2365.0,11.0
3273,146.8,27.0,26.0,2438.0,26.5,88.0,2461.0,28.0
3274,146.8,20.0,19.0,3021.0,21.0,42.0,3036.0,30.0
3275,146.8,19.0,18.0,2305.0,19.0,44.0,2403.0,27.0
3276,146.8,20.5,20.0,2320.0,21.6,62.0,2481.0,31.0
3277,157.2,7.0,6.0,2560.0,7.6,56.0,2593.84,15.0
3278,146.8,20.7,19.7,2339.0,21.2,37.0,2349.0,24.0
3279,150.2,16.7,15.7,2644.0,17.6,67.0,2648.0,27.0
3280,146.8,7.3,6.3,2461.0,8.5,78.0,2472.8,10.0
3281,146.8,12.6,11.6,2150.0,13.5,15.0,2388.0,26.0
3282,146.8,20.0,19.4,2644.0,20.9,57.0,2668.29,23.0
3283,150.2,19.8,18.8,2594.0,20.2,78.0,2648.0,25.0
3284,146.8,9.0,7.5,3079.0,9.5,55.0,3119.11,15.0
3285,146.8,16.5,15.6,1853.0,18.9,13.0,2359.66,63.0
3286,146.8,19.0,18.1,2589.0,19.1,33.0,2979.3,53.0
3287,146.8,16.0,15.0,2592.0,16.0,84.0,2665.61,22.0
3288,146.8,21.5,20.5,2285.0,24.9,16.0,2285.0,25.0
3289,146.8,19.0,18.0,2889.0,17.8,84.0,3053.0,32.0
3290,159.6,9.0,8.0,2608.0,8.5,57.0,2670.19,9.0
3291,146.8,15.5,14.7,2389.0,15.0,49.0,2710.63,37.0
3292,146.8,9.5,8.7,1421.0,8.9,92.0,2605.43,116.0
3293,146.8,16.0,15.0,2762.0,16.6,24.0,2800.0,19.0
3294,146.8,19.4,18.4,2914.0,20.4,16.0,3098.94,36.0
3295,146.8,23.0,22.0,2700.0,24.7,30.0,2786.0,32.0
3296,146.8,16.7,15.7,2315.0,16.7,16.0,2410.12,30.0
3297,146.8,24.0,5.5,2546.0,6.5,86.0,2551.94,7.0
3298,146.8,16.7,16.0,2615.0,17.0,70.0,2654.0,26.0
3299,157.2,6.7,5.7,2370.0,7.4,68.0,2377.28,9.0
3300,146.8,19.5,18.5,2203.0,19.7,76.0,2316.77,52.0
3301,146.8,16.0,15.0,2289.0,17.0,83.0,2320.0,20.0
3302,146.8,20.0,19.0,2340.0,20.1,72.0,2410.12,27.0
3303,146.8,23.0,22.2,2676.0,22.4,56.0,2805.0,34.0
3304,146.8,7.5,7.0,1835.0,8.0,23.0,2461.16,54.0
3305,146.8,22.0,21.0,2194.0,22.6,38.0,2280.0,37.0
3306,146.8,19.5,18.5,2186.0,19.9,28.0,2269.32,27.0
3307,146.8,16.6,15.6,2790.0,17.9,16.0,2800.0,23.0
3308,157.2,7.0,6.7,2640.0,7.4,16.0,2664.03,10.0
3309,146.8,20.5,19.5,3056.0,21.4,26.0,3098.94,25.0
3310,159.6,17.0,16.0,2357.0,18.7,11.0,2659.0,45.0
3311,146.8,19.0,18.0,2848.0,19.2,76.0,2968.57,24.0
3312,146.8,28.0,21.2,2371.0,22.4,64.0,2504.3,34.0
3313,147.0,15.0,6.1,2749.0,7.4,72.0,2779.0,9.0
3314,147.2,7.0,6.0,2307.0,7.7,39.0,2520.84,27.0
3315,146.8,19.0,18.0,2832.0,19.8,36.0,2851.0,22.0
3316,146.8,16.6,15.6,2456.0,17.1,72.0,2481.0,19.0
3317,146.8,27.0,26.0,2190.0,27.4,26.0,2405.0,46.0
3318,159.6,9.3,8.3,2167.0,9.8,29.0,2697.33,47.0
3319,157.2,5.5,5.0,2640.0,6.0,34.0,2666.19,6.0
3320,150.2,20.0,18.6,2723.0,20.5,28.0,2731.0,25.0
3321,129.0,20.0,19.0,2251.0,18.0,92.5,2262.0,18.0
3322,146.8,18.6,17.5,2540.0,18.4,76.0,2650.0,27.0
3323,146.8,21.0,20.0,2460.0,21.6,48.0,2587.0,26.0
3324,146.8,17.8,16.8,2454.0,19.0,31.0,2566.71,23.0
3325,146.8,15.5,14.7,2163.0,16.4,18.0,2410.12,34.0
3326,157.2,7.0,6.0,2325.0,7.4,34.0,2359.0,10.0
3327,146.8,20.5,19.5,2295.0,21.0,63.0,2331.3,24.0
3328,146.8,23.0,22.0,2793.0,24.0,30.0,2877.0,29.0
3329,146.8,20.0,19.0,2551.0,21.0,14.0,2820.61,31.0
3330,159.6,9.3,8.3,2520.0,9.8,65.0,2525.0,19.0
3331,150.2,23.4,22.8,2418.0,24.6,14.0,2725.0,38.0
3332,146.8,23.0,22.4,3105.0,23.6,50.0,3106.26,25.0
3333,146.8,16.3,15.3,3220.0,15.8,23.0,3221.0,19.0
3334,146.8,8.4,7.3,2731.0,9.2,24.0,2760.0,22.0
3335,146.8,23.0,22.0,2273.0,24.5,88.0,2479.0,35.0
3336,146.8,21.0,20.4,2762.0,22.8,15.0,2820.61,28.0
3337,146.8,28.5,27.6,2348.0,28.5,44.0,2427.0,33.0
3338,146.8,16.7,15.7,3084.0,17.6,32.0,3098.94,20.0
3339,146.8,17.2,16.2,2282.0,17.6,90.0,2331.3,23.0
3340,146.8,16.8,14.6,1856.0,16.6,71.0,2200.0,50.0
3341,146.8,7.1,6.1,2364.0,8.2,40.0,2556.04,25.0
3342,157.0,6.8,6.0,2310.0,7.0,44.0,2370.17,12.0
3343,146.8,17.1,16.1,2597.0,17.3,83.0,2681.0,22.0
3344,146.8,18.0,17.2,2355.0,21.7,23.0,2426.64,26.0
3345,146.8,22.5,21.5,2893.0,23.1,30.0,2926.84,23.5
3346,146.8,27.2,26.0,2661.0,27.6,44.0,2680.0,35.0
3347,146.8,20.9,19.4,2910.0,21.9,25.0,2926.84,22.0
3348,146.8,19.2,18.2,2937.0,20.0,44.0,3036.0,27.0
3349,159.6,20.0,19.0,2560.0,19.0,71.0,2570.0,19.0
3350,150.2,20.1,19.1,2279.0,20.6,36.0,2298.0,25.0
3351,146.8,22.1,21.1,2960.0,22.5,40.0,3036.0,30.0
3352,146.8,22.2,21.2,2303.0,23.5,62.0,2461.0,31.0
3353,146.8,17.9,16.9,2750.0,18.6,73.0,2822.0,23.0
3354,146.8,16.4,15.4,2420.0,16.2,70.0,2481.0,19.0
3355,146.8,16.5,15.5,2694.0,17.0,12.0,3098.94,52.0
3356,146.8,18.3,17.3,2899.0,18.8,40.0,2926.0,23.0
3357,157.0,6.0,5.0,2328.0,6.4,68.0,2340.0,12.0
3358,159.6,22.0,21.2,2526.0,23.4,38.0,2682.0,37.0
3359,157.0,7.1,6.3,2143.0,8.0,45.0,2440.0,24.0
3360,146.8,20.0,19.0,2104.0,20.6,65.0,2290.27,31.0
3361,146.8,17.0,16.0,2720.0,17.5,24.0,2729.16,24.0
3362,146.8,16.7,15.7,2241.0,17.6,91.0,2354.91,18.0
3363,159.6,17.7,16.7,3068.0,18.2,65.0,3185.0,20.0
3364,146.8,9.1,8.2,2360.0,9.0,48.0,2404.59,11.0
3365,157.2,10.0,9.0,2315.0,10.0,26.0,2350.0,14.0
3366,146.8,14.9,13.9,2256.0,15.4,94.0,2316.77,18.0
3367,146.8,18.1,17.1,2230.0,18.4,30.0,2237.0,22.0
3368,146.8,19.0,18.0,2292.0,19.8,61.0,2310.0,20.0
3369,129.0,23.0,22.1,2246.0,24.0,81.0,2260.0,25.0
3370,146.8,17.8,16.8,2062.0,18.6,28.0,2269.32,29.0
3371,146.8,23.0,22.0,2355.0,24.0,88.0,2680.0,31.0
3372,146.8,20.0,19.0,2240.0,19.8,16.0,2310.0,24.0
3373,159.6,16.4,15.4,2800.0,17.5,54.0,2825.8,18.0
3374,150.2,20.0,19.0,1948.0,21.0,56.0,2234.0,46.0
3375,146.8,27.0,26.0,2587.0,28.2,36.0,2680.0,36.0
3376,146.8,13.9,12.9,2399.0,14.0,26.0,2440.2,16.0
3377,159.6,22.0,21.0,2179.0,22.8,36.0,2682.0,64.0
3378,150.2,17.5,16.5,2122.0,17.5,60.0,2129.04,19.0
3379,159.6,24.0,23.0,2452.0,24.6,46.0,2535.0,32.0
3380,146.8,19.3,18.4,2268.0,19.3,89.0,2316.0,22.0
3381,146.8,17.8,16.8,2219.0,18.5,27.0,2414.97,27.0
3382,146.8,15.0,14.0,3081.0,14.5,65.0,3084.0,17.0
3383,146.8,19.5,18.5,2089.0,20.0,76.0,2475.0,49.0
3384,146.8,19.5,18.5,2467.0,20.2,43.0,2555.0,31.0
3385,146.8,25.0,20.0,2465.0,20.1,54.0,2504.0,32.0
3386,159.6,23.0,22.0,2508.0,23.2,40.0,2560.0,28.0
3387,159.6,9.3,8.3,2580.0,9.8,64.0,2625.0,16.0
3388,159.6,17.0,15.5,3120.0,17.7,65.0,3185.0,21.0
3389,146.8,20.0,19.0,2780.0,20.4,77.0,2822.0,26.0
3390,146.8,7.2,6.3,2240.0,8.0,45.0,2366.0,13.0
3391,146.8,16.0,15.0,2189.25,16.0,30.0,2237.0,25.0
3392,146.8,23.0,22.0,2631.0,24.0,85.0,2665.61,25.0
3393,146.8,8.5,7.6,2790.0,8.7,94.0,2865.12,15.0
3394,146.8,20.4,19.4,2248.0,21.0,37.0,2310.0,23.0
3395,159.6,17.2,16.2,2809.0,19.0,84.0,2970.0,32.0
3396,146.8,8.5,7.7,2415.0,10.0,68.0,2540.0,11.0
3397,146.8,20.5,20.0,2320.0,21.6,62.0,2435.0,31.0
3398,146.8,21.0,20.0,2743.0,21.4,52.0,2772.49,32.0
3399,159.6,14.0,7.7,2536.0,9.0,63.0,2625.0,12.0
3400,146.8,9.4,8.4,2152.0,9.7,18.0,2286.0,15.0
3401,159.6,18.2,17.4,3168.0,18.6,28.0,3176.0,20.0
3402,146.8,27.0,26.0,2058.0,27.5,30.0,2270.56,47.0
3403,146.8,16.6,15.6,2424.0,17.0,47.0,2710.63,38.0
3404,146.8,18.8,18.2,2286.0,18.7,93.0,2290.32,20.0
3405,146.8,16.4,15.4,2655.0,17.7,51.0,2756.0,19.0
3406,146.8,21.3,20.3,2257.0,22.2,76.0,2289.2,25.0
3407,146.8,13.5,12.0,2658.0,11.5,71.0,2667.72,12.0
3408,146.8,22.3,21.3,2320.0,22.3,90.0,2353.0,26.0
3409,159.6,23.0,22.0,2732.0,24.6,41.0,2834.0,32.0
3410,146.8,27.0,26.0,2952.0,27.6,47.0,3036.0,39.0
3411,146.8,17.0,16.0,2805.0,17.0,66.0,2835.0,20.0
3412,146.8,16.6,15.0,2240.0,17.4,88.0,2290.26,18.0
3413,146.8,11.0,10.0,2415.0,11.0,23.0,2420.0,13.0
3414,146.8,17.3,16.3,2329.0,17.9,40.0,2475.0,28.0
3415,146.8,21.0,20.0,2506.0,22.3,28.0,2532.08,25.0
3416,146.8,19.8,18.8,2559.0,21.2,90.0,2681.0,25.0
3417,146.8,21.0,20.0,1818.0,21.4,19.0,2281.0,54.0
3418,157.2,7.0,6.2,2609.0,7.2,23.0,2664.03,12.0
3419,159.6,9.5,8.5,2686.0,10.0,20.0,2720.0,12.0
3420,146.8,8.6,7.6,2615.0,10.6,30.0,2760.0,21.0
3421,159.6,18.0,17.5,2724.0,19.0,92.0,2810.0,26.0
3422,146.8,8.0,7.1,2264.0,8.9,21.0,2461.16,29.0
3423,146.8,23.0,22.8,2297.0,24.6,56.0,2338.34,28.0
3424,146.8,16.0,15.2,2204.0,15.9,89.0,2260.21,24.0
3425,159.6,9.4,8.4,2540.0,10.0,62.0,2625.0,16.0
3426,146.8,24.5,23.5,2943.0,24.8,42.0,2998.36,36.0
3427,146.8,21.0,20.0,2386.0,21.6,10.0,2387.49,22.0
3428,159.6,9.8,8.8,2458.0,9.6,58.0,2525.0,21.0
3429,146.8,22.0,21.0,2267.0,23.9,67.0,2321.36,29.0
3430,146.8,16.8,15.7,2814.0,17.0,34.0,3077.98,40.0
3431,157.0,7.0,6.3,2110.0,7.8,45.0,2322.33,24.0
3432,146.8,21.0,20.0,3001.0,25.0,36.0,3140.39,28.0
3433,146.8,23.0,22.0,2284.0,24.4,24.0,2316.0,27.0
3434,146.8,16.6,15.6,2291.0,16.5,32.0,2328.34,22.0
3435,146.8,7.5,6.3,2455.0,8.4,76.0,2472.8,9.0
3436,146.8,17.0,16.0,2629.0,17.0,24.0,2957.68,24.0
3437,146.8,16.1,15.0,2922.0,15.0,30.0,3051.5,20.0
3438,146.8,16.3,15.3,2802.0,16.6,68.0,2835.0,20.0
3439,146.8,14.0,13.0,2934.0,15.0,52.0,2980.75,21.0
3440,146.8,1.0,0.1,2248.0,2.5,25.0,2270.0,5.0
3441,146.8,14.1,13.1,2694.0,16.0,36.0,2731.0,20.0
3442,146.8,15.0,14.0,2702.0,15.0,60.0,2750.0,18.0
3443,146.8,11.0,10.0,2835.0,11.0,21.0,2855.09,15.0
3444,146.8,14.5,13.5,3028.0,15.0,41.0,3051.5,19.0
3445,157.0,6.7,5.7,2759.0,6.2,90.0,2779.0,12.0
3446,146.8,17.3,16.3,2116.0,18.3,26.0,2234.0,20.0
3447,159.6,20.3,19.3,2600.0,21.0,52.0,2622.0,24.0
3448,146.8,12.0,11.0,2496.0,12.8,41.4,2900.0,49.0
3449,146.8,20.8,19.7,2725.0,20.8,33.0,2727.16,24.0
3450,146.8,20.2,19.3,2450.0,21.0,91.0,2485.94,26.0
3451,146.8,26.5,25.5,2957.0,27.7,42.0,3036.0,36.0
3452,146.8,27.0,22.6,2304.0,24.0,52.0,2321.36,28.0
3453,146.8,9.5,8.5,2086.0,10.4,20.0,2402.22,37.0
3454,146.8,8.2,7.3,2359.0,9.1,87.0,2442.0,15.0
